NTID,Host IP,Host Name,Date and Time
dhgacke,10.142.197.209,ms-svr-87733,Dec 05 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 05 2012 04:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 05 2012 06:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 05 2012 08:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 05 2012 10:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 13 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 14 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 14 2012 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 14 2012 06:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 21 2012 02:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 24 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 24 2012 04:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 24 2012 06:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 27 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 29 2012 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 29 2012 04:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 29 2012 06:00:00
dhgacke,10.142.197.209,ms-svr-87733,Dec 29 2012 08:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 31 2012 02:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 31 2012 04:00:00
dhgacke,10.9.166.56,unxws-86242,Dec 31 2012 06:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 06 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 06 2013 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 06 2013 06:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 06 2013 08:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 12 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 12 2013 04:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 12 2013 06:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 12 2013 08:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 14 2013 02:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 16 2013 02:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 16 2013 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 16 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 19 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 19 2013 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 22 2013 02:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 22 2013 04:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 22 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 27 2013 02:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 27 2013 04:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 27 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 27 2013 08:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 28 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 28 2013 04:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 28 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 28 2013 08:00:00
dhgacke,10.9.166.56,unxws-86242,Jan 28 2013 10:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 30 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 30 2013 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Jan 30 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Feb 01 2013 02:00:00
dhgacke,10.9.166.56,unxws-86242,Feb 01 2013 04:00:00
dhgacke,10.142.197.209,ms-svr-87733,Feb 01 2013 06:00:00
dhgacke,10.9.166.56,unxws-86242,Feb 01 2013 08:00:00
dhgacke,10.9.166.56,unxws-86242,Feb 04 2013 02:00:00
dhgacke,10.142.197.209,ms-svr-87733,Feb 05 2013 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 03 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jan 05 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 05 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 06 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 08 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jan 09 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jan 09 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Jan 09 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jan 10 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jan 11 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 11 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 11 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jan 15 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 17 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jan 17 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jan 17 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Jan 17 2012 08:00:00
crbetry,10.244.178.255,msws-21477,Jan 17 2012 10:00:00
crbetry,10.245.175.4,unxws-69233,Jan 19 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 19 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 20 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 21 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 23 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 24 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 24 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Jan 27 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jan 28 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jan 28 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Feb 01 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Feb 01 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Feb 01 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Feb 01 2012 08:00:00
crbetry,10.68.80.226,ms-svr-76556,Feb 02 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 02 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Feb 02 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 06 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 06 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Feb 06 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 06 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 17 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Feb 18 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Feb 19 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 19 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Feb 19 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Feb 20 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Feb 20 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Feb 20 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Feb 21 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Feb 26 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Feb 28 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Feb 28 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 02 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 02 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Mar 04 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 05 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Mar 07 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 08 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 09 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 11 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Mar 11 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Mar 11 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 13 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Mar 13 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 13 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Mar 13 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 14 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 15 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 17 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Mar 17 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Mar 17 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Mar 17 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Mar 17 2012 10:00:00
crbetry,10.147.158.106,lnx-svr-92132,Mar 19 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 20 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Mar 20 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Mar 20 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Mar 20 2012 08:00:00
crbetry,10.244.178.255,msws-21477,Mar 22 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 24 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Mar 25 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Mar 27 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 28 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Mar 28 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 02 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 03 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Apr 04 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 08 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 12 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Apr 13 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 14 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 15 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 15 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 15 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 15 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 17 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 18 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 18 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 18 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 18 2012 08:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 19 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 20 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 21 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 21 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Apr 21 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 23 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Apr 25 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Apr 26 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Apr 26 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 26 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 26 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Apr 28 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 28 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Apr 28 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Apr 28 2012 08:00:00
crbetry,10.244.178.255,msws-21477,Apr 28 2012 10:00:00
crbetry,10.147.158.106,lnx-svr-92132,Apr 30 2012 02:00:00
crbetry,10.244.178.255,msws-21477,May 02 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,May 02 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 02 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,May 02 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,May 02 2012 10:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 05 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 06 2012 02:00:00
crbetry,10.244.178.255,msws-21477,May 06 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,May 06 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,May 07 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,May 07 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,May 07 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,May 07 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,May 07 2012 10:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 09 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,May 12 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 12 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,May 12 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,May 13 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,May 14 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,May 15 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,May 16 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,May 16 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 16 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,May 16 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,May 16 2012 10:00:00
crbetry,10.244.178.255,msws-21477,May 17 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,May 17 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,May 17 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,May 23 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 24 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,May 25 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 27 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 31 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,May 31 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,May 31 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jun 07 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jun 12 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jun 12 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jun 12 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Jun 12 2012 08:00:00
crbetry,10.244.178.255,msws-21477,Jun 12 2012 10:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 14 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jun 15 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jun 19 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jun 19 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jun 19 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Jun 19 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 22 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 23 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 27 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 27 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jun 27 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Jun 28 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jun 29 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jun 29 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jun 29 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 04 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jul 04 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 05 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 05 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 05 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 06 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jul 09 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 09 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 09 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 10 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 10 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jul 10 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Jul 11 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jul 11 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 11 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 11 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 14 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 16 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Jul 17 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 18 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jul 18 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 19 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 21 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 22 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 23 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 23 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Jul 23 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Jul 23 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Jul 27 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Jul 28 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 31 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Jul 31 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Jul 31 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Jul 31 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Aug 04 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 05 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Aug 07 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 10 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Aug 10 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Aug 10 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 10 2012 08:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 11 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Aug 12 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Aug 12 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Aug 12 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 12 2012 08:00:00
crbetry,10.65.244.106,lnxws-71924,Aug 12 2012 10:00:00
crbetry,10.244.178.255,msws-21477,Aug 14 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 20 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 20 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Aug 20 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 20 2012 08:00:00
crbetry,10.244.178.255,msws-21477,Aug 21 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Aug 21 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Aug 21 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Aug 22 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Aug 31 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Sep 02 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Sep 08 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 08 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Sep 08 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 08 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Sep 09 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Sep 09 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Sep 09 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 09 2012 08:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 09 2012 10:00:00
crbetry,10.245.175.4,unxws-69233,Sep 10 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Sep 10 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Sep 10 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Sep 11 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Sep 11 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 11 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 12 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Sep 12 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Sep 13 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 13 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Sep 13 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 14 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Sep 15 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 17 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Sep 17 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Sep 17 2012 06:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 17 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Sep 20 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Sep 21 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Sep 23 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Sep 23 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 23 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Sep 23 2012 08:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 24 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Sep 26 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Sep 26 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Sep 27 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Sep 30 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Oct 01 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 01 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 01 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Oct 01 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Oct 01 2012 10:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 02 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 02 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 02 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Oct 02 2012 08:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 02 2012 10:00:00
crbetry,10.245.175.4,unxws-69233,Oct 03 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Oct 03 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 03 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Oct 04 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 04 2012 04:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 06 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Oct 06 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Oct 09 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Oct 17 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 19 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 19 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Oct 19 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Oct 19 2012 08:00:00
crbetry,10.245.175.4,unxws-69233,Oct 20 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Oct 21 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Oct 22 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Oct 23 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Oct 26 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Oct 26 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Oct 26 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Oct 29 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Oct 30 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Nov 02 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Nov 02 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Nov 02 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Nov 02 2012 08:00:00
crbetry,10.147.158.106,lnx-svr-92132,Nov 03 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Nov 03 2012 04:00:00
crbetry,10.244.178.255,msws-21477,Nov 03 2012 06:00:00
crbetry,10.65.244.106,lnxws-71924,Nov 07 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Nov 07 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Nov 07 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Nov 08 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Nov 08 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Nov 08 2012 06:00:00
crbetry,10.245.175.4,unxws-69233,Nov 14 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Nov 17 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Nov 20 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Nov 21 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Nov 25 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Nov 27 2012 02:00:00
crbetry,10.68.80.226,ms-svr-76556,Nov 27 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Nov 27 2012 06:00:00
crbetry,10.244.178.255,msws-21477,Nov 30 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Nov 30 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Dec 10 2012 02:00:00
crbetry,10.147.158.106,lnx-svr-92132,Dec 10 2012 04:00:00
crbetry,10.147.158.106,lnx-svr-92132,Dec 10 2012 06:00:00
crbetry,10.147.158.106,lnx-svr-92132,Dec 12 2012 02:00:00
crbetry,10.245.175.4,unxws-69233,Dec 12 2012 04:00:00
crbetry,10.65.244.106,lnxws-71924,Dec 13 2012 02:00:00
crbetry,10.65.244.106,lnxws-71924,Dec 14 2012 02:00:00
crbetry,10.244.178.255,msws-21477,Dec 14 2012 04:00:00
crbetry,10.245.175.4,unxws-69233,Dec 18 2012 02:00:00
